sampleTimeStamp.seconds;sampleTimeStamp.microseconds;lat;lon;speed;accel_x;accel_y;accel_z
90066793;103535;37.718798863;1.958346916;0.1098205;0.0248644;-0.0476529;0.04067425
90066793;153576;37.718798878;1.958346834;0.1100449;0.00933258;0.00617327;0.001848693
90066793;203635;37.718798893;1.958346752;0.1117145;0.0733542;-0.0814969;0.06557659
90066793;253569;37.718798907;1.958346675;0.1112801;-0.0425052;0.0270857;-0.09729778
90066793;303566;37.718798918;1.958346609;0.1129463;0.113727;-0.0446691;0.09996571
90066793;353589;37.71879893;1.958346543;0.1125523;-0.0466957;0.056966;-0.09842083
90066793;403536;37.718798942;1.958346476;0.1136235;0.070648;-0.0216264;0.1028551
90066793;453861;37.718798954;1.958346408;0.1139292;-0.0464449;0.0415621;-0.08357303
90066793;503588;37.718798967;1.95834634;0.1149169;0.068436;0.00448354;0.07404957
90066793;553635;37.718798979;1.958346271;0.1149978;-0.0489698;0.0437345;-0.07166256
90066793;603616;37.718798992;1.958346202;0.1157912;0.0397865;0.0163257;0.004225491
90066793;653572;37.718799004;1.958346132;0.1165849;0.0052799;-0.0121158;0.02193692
90066793;703590;37.718799017;1.958346061;0.116811;0.00627489;-0.00388023;-0.004212225
90066793;753601;37.71879903;1.95834599;0.1184605;0.0475464;-0.0646887;0.06709397
90066793;803626;37.718799043;1.958345917;0.1183314;-0.0366156;0.0107863;-0.05069431
90066793;853591;37.718799056;1.958345845;0.1197877;0.102828;-0.0299381;0.08319559
90066793;903600;37.718799069;1.958345772;0.1190158;-0.0393073;0.0714471;-0.1268029
90066793;953650;37.718799083;1.958345698;0.1210103;0.101017;-0.0130247;0.1042226
90066794;3692;37.718799096;1.958345623;0.1204102;-0.0470679;0.0783256;-0.1083552
90066794;53610;37.71879911;1.958345548;0.1219687;0.0791381;0.00734497;0.07435017
90066794;103592;37.718799124;1.958345472;0.1216705;-0.0595768;0.0276384;-0.05980191
90066794;153656;37.718799138;1.958345395;0.1228687;0.0445845;-0.000588708;0.0488189
90066794;203611;37.718799152;1.958345318;0.1233772;-0.0237045;-0.0407925;-0.01014454
90066794;253598;37.718799165;1.958345245;0.1237577;0.00661928;-0.0308694;-0.007065357
90066794;303613;37.718799176;1.958345183;0.1248086;0.0324598;-0.0745734;0.06515587
90066794;353594;37.718799188;1.958345121;0.1250782;-0.017793;0.00495859;-0.04685974
90066794;403570;37.718799199;1.958345058;0.1261078;0.0890557;-0.0281516;0.06079126
90066794;453813;37.718799211;1.958344995;0.1257158;-0.0621614;0.0843099;-0.1072635
90066794;503607;37.718799223;1.95834493;0.1271404;0.0916933;-0.00504776;0.105694
90066794;553632;37.718799235;1.958344866;0.1270081;-0.048939;0.05457;-0.1283117
90066794;603620;37.718799247;1.9583448;0.1281139;0.0686395;-0.0199679;0.1045195
90066794;653649;37.718799259;1.958344734;0.1280996;-0.0399576;0.0272346;-0.07933556
90066794;703609;37.718799271;1.958344667;0.1293785;0.0766851;-0.0214554;0.05874018
90066794;753636;37.718799284;1.9583446;0.1291149;-0.043298;-0.0270964;-0.02991687
90066794;803686;37.718799297;1.958344532;0.1299965;0.0340544;-0.014524;0.01871835
90066794;853638;37.71879931;1.958344463;0.1308046;0.015985;-0.0630933;0.05269112
90066794;903609;37.718799323;1.958344394;0.1311426;-0.0179222;0.00133147;-0.05112879
90066794;953632;37.718799336;1.958344324;0.1320778;0.0798255;-0.0526652;0.06183096
90066795;3712;37.718799349;1.958344253;0.1319468;-0.0312911;0.0424916;-0.08231157
90066795;53644;37.718799363;1.958344182;0.1333589;0.0774451;-0.0239803;0.08965269
90066795;103614;37.718799376;1.95834411;0.1327105;-0.0724145;0.0725516;-0.1231758
90066795;153669;37.71879939;1.958344038;0.1343294;0.0871686;-0.000641938;0.09632825
90066795;203681;37.718799404;1.958343965;0.1341618;-0.0617038;0.0211822;-0.07634607
90066795;253669;37.718799417;1.958343896;0.1351731;0.0616757;-0.0166649;0.07331505
90066795;303717;37.718799428;1.95834384;0.1349585;-0.0518532;-0.0250494;-0.05908355
90066795;353691;37.718799439;1.958343783;0.1360439;0.0655492;-0.0408084;0.06432207
90066795;403763;37.71879945;1.958343725;0.1362809;-0.0236098;-0.0377876;-0.002592663
90066795;453955;37.718799461;1.958343667;0.1366699;0.0109385;-0.00116899;-0.02651164
90066795;503635;37.718799472;1.958343608;0.1374803;0.0477432;-0.0200048;0.0332945
90066795;553656;37.718799483;1.958343548;0.1375328;-0.00945345;0.0761919;-0.09131615
90066795;603706;37.718799495;1.958343488;0.1383981;0.0602783;-0.00278586;0.04394419
90066795;653689;37.718799507;1.958343428;0.1382363;-0.0491977;0.0777627;-0.1179561
90066795;703638;37.718799518;1.958343366;0.1397919;0.102023;-0.031548;0.1204122
90066795;753659;37.71879953;1.958343304;0.1389085;-0.0532255;0.0484267;-0.1134134
90066795;803694;37.718799542;1.958343242;0.1406343;0.0832496;-0.0418948;0.106342
90066795;853650;37.718799555;1.958343179;0.1397181;-0.0552222;0.000183235;-0.08362071
90066795;903648;37.718799567;1.958343115;0.1410354;0.0811606;-0.0412842;0.07115259
90066795;953619;37.71879958;1.958343051;0.1409008;-0.0503486;-0.00606447;-0.01118295
90066796;3721;37.718799592;1.958342986;0.142002;0.0395529;0.00353542;-0.00194747
90066796;53681;37.718799605;1.95834292;0.1421791;0.0168347;-0.00044664;0.002606971
90066796;103660;37.718799618;1.958342853;0.1426587;0.000417395;0.0597122;-0.04623264
90066796;153669;37.718799631;1.958342786;0.1432714;0.0458401;-0.00760853;0.03103946
90066796;203691;37.718799644;1.958342719;0.1432033;-0.0388131;0.0586634;-0.09957143
90066796;253698;37.718799656;1.958342655;0.1444914;0.0892121;-0.0449131;0.1089542
90066796;303657;37.718799666;1.958342604;0.1436897;-0.0825604;0.0393275;-0.09957167
90066796;353653;37.718799676;1.958342553;0.1447963;0.0765831;-0.0429322;0.1317478
90066796;403643;37.718799687;1.9583425;0.1445049;-0.052648;-0.00626765;-0.07728874
90066796;453870;37.718799697;1.958342448;0.145729;0.0815029;-0.036581;0.08292098
90066796;503687;37.718799708;1.958342394;0.1455852;-0.0265987;-0.0380331;-0.0107365
90066796;553726;37.718799718;1.95834234;0.1465163;0.0285506;-0.0170505;0.03106105
90066796;603707;37.718799729;1.958342285;0.1467817;0.00643524;-0.0261323;0.01227654
90066796;653765;37.71879974;1.95834223;0.1470225;0.00230667;0.0457355;-0.02923712
90066796;703683;37.718799751;1.958342174;0.1477058;0.0462009;-0.00915733;0.05293364
90066796;753690;37.718799762;1.958342117;0.1471568;-0.0384499;0.0685923;-0.09619615
90066796;803740;37.718799774;1.95834206;0.1482227;0.093143;-0.0216788;0.08717396
90066796;853672;37.718799785;1.958342002;0.1478166;-0.05713;0.0525078;-0.105963
90066796;903677;37.718799797;1.958341944;0.149133;0.102519;-0.057857;0.1297416
90066796;953682;37.718799808;1.958341885;0.1487257;-0.0507889;-0.00623014;-0.09974782
90066797;3725;37.71879982;1.958341825;0.1497451;0.0703204;-0.0584837;0.08990502
90066797;53679;37.718799832;1.958341765;0.1496374;-0.0404689;-0.0227371;-0.02529991
90066797;103696;37.718799844;1.958341704;0.150521;0.0495319;-0.00356967;0.03742316
90066797;153771;37.718799856;1.958341643;0.150398;-0.0173476;0.00666145;-0.01714642
90066797;203743;37.718799868;1.958341581;0.1506631;0.0144311;0.0477443;-0.02513012
90066797;253704;37.71879988;1.958341523;0.151493;0.0458736;0.000664044;0.04414708
90066797;303714;37.718799889;1.958341478;0.1513014;-0.0344277;0.0485921;-0.08432961
90066797;353728;37.718799898;1.958341431;0.1524771;0.0794754;-0.0337433;0.0805081
90066797;403682;37.718799908;1.958341384;0.151572;-0.0537027;0.0179959;-0.06423368
90066797;453934;37.718799917;1.958341337;0.1529195;0.080932;-0.0638223;0.1369878
90066797;503688;37.718799927;1.958341289;0.1521501;-0.0606529;0.0140111;-0.1135579
90066797;553709;37.718799937;1.95834124;0.1531779;0.072781;-0.0463504;0.09963933
90066797;603731;37.718799947;1.958341191;0.1523521;-0.047955;0.0166195;-0.05444383
90066797;653715;37.718799957;1.958341142;0.1532196;0.0796515;0.00481242;0.04019196
90066797;703705;37.718799968;1.958341092;0.1536021;-0.0348627;0.0096961;-0.02186675
90066797;753736;37.718799978;1.958341041;0.1538808;0.0316517;0.0304358;0.008641217
90066797;803766;37.718799989;1.958340989;0.1543074;0.014058;0.00407168;0.03350531
90066797;853751;37.718799999;1.958340937;0.1538447;-0.0111136;0.0419636;-0.08605285
90066797;903756;37.71880001;1.958340885;0.1546543;0.0557877;-0.00956681;0.06348262
90066797;953762;37.718800021;1.958340832;0.1543281;-0.0256004;0.0660759;-0.09385142
90066798;3838;37.718800032;1.958340779;0.155398;0.106876;-0.03863;0.1313287
90066798;53770;37.718800043;1.958340725;0.1546673;-0.0523393;-0.014818;-0.0612023
90066798;103714;37.718800055;1.95834067;0.1559905;0.0802977;-0.0927211;0.1598878
90066798;153766;37.718800066;1.958340614;0.1558704;-0.0679348;-0.0196438;-0.07454899
90066798;203769;37.718800078;1.958340558;0.156804;0.08456;-0.0374916;0.09929645
90066798;253724;37.718800088;1.958340506;0.1561936;-0.0609222;0.0286864;-0.04300737
90066798;303734;37.718800097;1.958340465;0.1566468;0.0509498;0.0261335;0.03153856
90066798;353727;37.718800106;1.958340425;0.1569691;-0.00562998;0.0278253;0.0003151743
90066798;403732;37.718800115;1.958340383;0.1571037;0.00639883;0.036271;-0.01664266
90066798;453956;37.718800124;1.958340341;0.1575937;0.0357635;-0.0105159;0.03040804
90066798;503741;37.718800133;1.958340298;0.1576387;-0.00726627;0.0241923;-0.04792013
90066798;553762;37.718800143;1.958340255;0.1584357;0.0552325;-0.0626149;0.07487265
90066798;603741;37.718800152;1.958340211;0.1576657;-0.0528389;0.000866931;-0.05927646
90066798;653747;37.718800162;1.958340167;0.1581846;0.085945;-0.0452334;0.1059205
90066798;703750;37.718800171;1.958340123;0.1574352;-0.0603501;0.038441;-0.1136394
90066798;753776;37.718800181;1.958340078;0.159063;0.111625;-0.00930313;0.09551231
90066798;803813;37.718800191;1.958340031;0.159531;-0.0145019;0.041144;-0.07263327
90066798;853747;37.718800202;1.958339982;0.1650888;0.180001;0.0113735;0.08021036
90066798;903722;37.718800213;1.958339927;0.1760601;0.374077;-0.000434323;0.1010872
90066798;953748;37.718800228;1.958339858;0.1980812;0.423057;-0.0378097;0.1513276
90066799;3824;37.718800246;1.958339769;0.2251431;0.574973;0.0142179;0.09561512
90066799;53755;37.71880027;1.958339657;0.2557655;0.520414;0.049769;-0.02583118
90066799;103755;37.718800298;1.958339519;0.2894037;0.859655;0.0192103;0.05790282
90066799;153839;37.718800332;1.958339356;0.3230094;0.767138;-0.0544627;0.08426386
90066799;203827;37.718800371;1.958339164;0.3545802;0.442911;-0.0204309;-0.1784561
90066799;253749;37.718800413;1.958338951;0.3896569;0.856238;0.0473259;0.05142078
90066799;303743;37.718800458;1.958338724;0.4232672;0.638719;-0.0874038;0.02455326
90066799;353778;37.718800508;1.95833847;0.4591008;0.673171;0.166912;-0.1690737
90066799;403767;37.718800565;1.958338184;0.5022079;1.00396;-0.101836;0.2012309
90066799;454031;37.718800628;1.958337863;0.5476927;0.926103;0.0705641;0.1105426
90066799;503791;37.718800699;1.958337503;0.5987995;1.08801;0.023888;-0.01459108
90066799;553775;37.718800778;1.958337102;0.6499898;0.95016;-0.0330558;-0.01796735
90066799;603790;37.718800866;1.95833666;0.7021248;1.08661;-0.108943;0.1487991
90066799;653756;37.718800961;1.958336177;0.7551599;1.17129;0.00162916;0.2024102
90066799;703747;37.718801064;1.958335649;0.8133742;1.26551;-0.0176718;0.1396924
90066799;753809;37.718801177;1.958335071;0.8788289;1.41471;0.00919895;0.1671858
90066799;803835;37.7188013;1.958334438;0.9513472;1.53498;0.0199021;0.1934962
90066799;853784;37.718801435;1.958333746;1.027578;1.61787;0.0192414;0.3324783
90066799;903787;37.718801581;1.958332991;1.108864;1.77181;0.0582228;0.1418953
90066799;953758;37.718801741;1.958332169;1.198547;1.90631;0.023094;0.01486939
90066800;3838;37.718801915;1.958331272;1.298003;2.06089;0.0373505;0.2250893
90066800;53789;37.718802106;1.958330293;1.406989;2.3256;0.0413179;0.1715133
90066800;103753;37.718802313;1.958329226;1.517897;2.22337;-0.00255449;0.1112729
90066800;153860;37.718802538;1.958328069;1.632938;2.32763;0.00827749;0.01450631
90066800;203874;37.718802781;1.95832682;1.749509;2.47923;-0.0225117;0.02662245
90066800;253831;37.718803039;1.958325483;1.868424;2.36689;-0.0410158;0.1834923
90066800;303834;37.718803312;1.958324064;1.987895;2.29097;-0.0910827;0.04507011
90066800;353810;37.718803603;1.958322551;2.105969;2.39042;0.076613;-0.04334322
90066800;403868;37.718803913;1.958320946;2.222657;2.49774;0.0669108;0.05749063
90066800;454048;37.718804241;1.958319249;2.337588;2.40843;-0.00355424;0.2609228
90066800;503830;37.718804585;1.958317459;2.453561;2.22607;-0.0690065;0.2775951
90066800;553896;37.718804947;1.958315577;2.571716;2.25375;-0.138454;0.2943501
90066800;603836;37.718805325;1.958313599;2.689305;2.22697;-0.0927551;0.1209245
90066800;653865;37.718805721;1.958311528;2.805629;2.14881;-0.196003;0.137521
90066800;703810;37.718806132;1.958309365;2.919227;2.06989;-0.225375;0.1808216
90066800;753846;37.718806559;1.958307112;3.030918;2.16551;-0.257063;0.1859587
90066800;803884;37.718807001;1.958304768;3.144556;2.17415;-0.106416;0.286155
90066800;853858;37.718807459;1.958302331;3.260356;2.11796;-0.260078;0.2509341
90066800;903840;37.718807934;1.958299802;3.375338;2.30658;-0.145191;0.3091471
90066800;953824;37.718808426;1.958297183;3.489447;2.27013;-0.0270544;0.296469
90066801;3889;37.718808934;1.958294472;3.604311;2.31119;0.0605021;0.2277224
90066801;53807;37.71880946;1.958291669;3.718986;2.16976;0.0658012;0.07408284
90066801;103805;37.718810003;1.958288778;3.828046;2.17337;0.0178295;-0.1783755
90066801;153861;37.718810561;1.958285799;3.937684;2.21162;-0.285738;0.002099848
90066801;203928;37.718811131;1.958282731;4.04257;2.13744;-0.189865;-0.1741244
90066801;253830;37.718811712;1.958279588;4.1397;1.92996;-0.0413555;0.1398562
90066801;303827;37.718812305;1.958276391;4.221755;1.57484;0.249101;-0.2003755
90066801;353840;37.71881291;1.958273135;4.288808;1.29592;-0.000372106;0.1382811
90066801;403826;37.718813525;1.958269829;4.348195;1.28307;0.11358;0.2065652
90066801;454100;37.718814153;1.958266479;4.404834;1.24642;0.115768;0.4460245
90066801;503827;37.71881479;1.958263086;4.460202;1.11393;0.026381;0.2641504
90066801;553838;37.718815437;1.958259646;4.521734;1.23918;-0.0344603;0.3657843
90066801;603893;37.718816091;1.958256154;4.58562;1.36786;-0.133609;0.1354033
90066801;653891;37.718816752;1.958252605;4.658401;1.33666;-0.189054;0.2372872
90066801;703884;37.718817418;1.958248995;4.730859;1.34432;-0.445523;0.1696343
90066801;753839;37.718818088;1.958245324;4.795866;1.17073;-0.00560687;0.09460421
90066801;803947;37.718818764;1.958241602;4.860257;1.6146;0.120925;-0.01646521
90066801;853839;37.718819451;1.958237824;4.929534;1.30724;0.224993;-0.2046852
90066801;903865;37.718820153;1.958233993;5.004606;1.48572;0.272029;-0.1041624
90066801;953875;37.718820869;1.958230101;5.082659;1.46517;0.0586967;0.04597544
90066802;3887;37.718821594;1.958226146;5.161455;1.55258;0.0641121;0.09886592
90066802;53860;37.718822329;1.958222126;5.242358;1.59445;0.137715;0.4763183
90066802;103841;37.718823079;1.958218043;5.325227;1.6946;0.0491724;0.3691709
90066802;153879;37.718823842;1.958213892;5.406461;1.42119;-0.0041604;-0.206202
90066802;203886;37.718824611;1.958209679;5.476253;1.46407;-0.504877;0.1235791
90066802;253857;37.718825385;1.958205411;5.543341;1.43376;-0.38839;-0.2786706
90066802;303894;37.718826164;1.958201096;5.614915;1.48177;-0.382202;-0.2774421
90066802;353874;37.718826948;1.958196716;5.690498;1.37663;0.00696302;0.06798542
90066802;403840;37.718827739;1.958192277;5.759829;1.25899;0.144687;0.08337571
90066802;454087;37.718828541;1.958187782;5.829278;1.39774;0.016263;0.2214541
90066802;503906;37.718829354;1.958183233;5.898366;1.58146;0.425889;0.159853
90066802;553844;37.718830181;1.958178631;5.968146;1.38668;0.26654;0.1478754
90066802;603900;37.71883102;1.958173973;6.038453;1.37885;-0.124036;0.5526674
90066802;653897;37.718831867;1.958169256;6.110525;1.3737;-0.348054;0.2542883
90066802;703877;37.718832717;1.95816448;6.175237;1.14288;-0.0541075;-0.09986697
90066802;753904;37.718833573;1.95815965;6.242122;1.41658;-0.00510906;0.04591899
90066802;803953;37.718834438;1.958154769;6.304627;1.54885;0.026971;-0.1470477
90066802;853902;37.71883531;1.958149836;6.366223;1.40188;-0.12603;-0.05095643
90066802;903915;37.718836188;1.958144849;6.430161;1.31307;-0.023485;0.3274666
90066802;953915;37.718837076;1.95813981;6.497082;1.27047;0.119231;0.261037
90066803;3993;37.718837973;1.958134718;6.561461;1.32824;-0.190478;0.3261048
90066803;53907;37.718838878;1.958129577;6.620126;1.03626;-0.185927;-0.2500505
90066803;103901;37.718839787;1.958124385;6.682491;1.30582;-0.27428;0.1888945
90066803;153988;37.718840701;1.958119138;6.74517;1.51694;-0.156166;-0.03225974
90066803;203977;37.718841619;1.958113839;6.803045;1.0936;0.394456;-0.6803787
90066803;253917;37.718842546;1.958108494;6.870452;1.49209;0.118625;0.2597963
90066803;303886;37.718843484;1.958103105;6.935364;1.24531;0.118245;0.05610168
90066803;353864;37.718844433;1.958097661;7.004383;1.40481;-0.317392;0.2376432
90066803;403903;37.718845386;1.95809216;7.072391;1.31797;-0.406337;0.2938223
90066803;454241;37.71884634;1.958086596;7.142995;1.57692;-0.425907;0.122679
90066803;503867;37.718847296;1.958080975;7.205477;1.16042;-0.0899162;-0.2558354
90066803;553924;37.718848257;1.958075301;7.271316;1.15044;0.042434;-0.1158389
90066803;603893;37.718849228;1.958069574;7.339042;1.64344;0.172765;0.4261944
90066803;653913;37.718850207;1.958063791;7.405591;1.53796;0.484986;0.1285352
90066803;703884;37.718851196;1.958057953;7.472506;1.48138;-0.0118996;-0.1739508
90066803;753911;37.71885219;1.958052061;7.533115;0.877209;-0.167844;-0.7341262
90066803;803924;37.718853184;1.958046111;7.601957;1.29824;-0.70797;0.004459126
90066803;853919;37.71885417;1.958040098;7.670507;1.31341;-0.836665;-0.1980742
90066803;903947;37.718855144;1.958034022;7.732608;1.34119;-0.407683;-0.3532073
90066803;953959;37.718856109;1.958027882;7.797324;1.19475;-0.367055;0.3141812
90066804;3967;37.718857058;1.95802168;7.858078;1.47183;-1.10317;-0.01892427
90066804;53962;37.718857986;1.958015414;7.911673;0.660828;-0.966816;0.7956915
90066804;103894;37.718858882;1.958009087;7.962672;1.16866;-1.92829;-0.4975366
90066804;153974;37.718859743;1.958002702;8.007908;0.900809;-1.73847;0.1296008
90066804;204042;37.718860564;1.957996258;8.053733;0.927966;-2.19455;-0.1992424
90066804;253961;37.718861344;1.957989759;8.097775;0.529205;-1.92094;-0.239479
90066804;303912;37.718862077;1.957983214;8.140343;0.932357;-2.49739;-0.2258675
90066804;353934;37.718862761;1.957976618;8.172217;0.402962;-2.22883;0.0603505
90066804;403900;37.718863394;1.957969975;8.205912;0.596155;-2.44462;-0.2678552
90066804;454215;37.718863975;1.957963286;8.243851;0.794763;-2.79269;0.0351956
90066804;503926;37.718864509;1.957956548;8.286601;0.837469;-2.12862;0.3985894
90066804;553932;37.718864999;1.957949759;8.331996;0.955506;-2.12253;-0.3993036
90066804;603922;37.718865447;1.957942923;8.373809;0.701379;-1.94448;0.07491481
90066804;653945;37.718865853;1.957936045;8.409032;0.761145;-2.12299;0.09774715
90066804;703927;37.718866215;1.957929124;8.449215;0.755892;-2.28913;-0.5235337
90066804;753981;37.718866531;1.957922162;8.489093;0.772036;-1.76604;0.2635178
90066804;803991;37.7188668;1.957915158;8.529628;0.865875;-2.1284;0.002184195
90066804;853946;37.718867024;1.957908114;8.569117;0.630115;-1.80383;0.07721996
90066804;903919;37.718867204;1.957901029;8.615026;0.764759;-2.35485;-0.04755471
90066804;953930;37.718867338;1.957893903;8.658718;0.887629;-2.32091;0.1105394
90066805;3998;37.718867428;1.957886733;8.710479;0.748066;-2.26506;0.2329915
90066805;53968;37.718867479;1.957879518;8.7625;1.08269;-2.05597;0.07445423
90066805;103971;37.718867496;1.957872259;8.811281;0.949451;-1.73388;0.07654385
90066805;154083;37.718867489;1.957864953;8.870188;1.01384;-1.25663;-0.4552489
90066805;204085;37.718867465;1.957857599;8.9251;1.1435;-1.00525;-0.04752424
90066805;254006;37.718867446;1.957850201;8.981446;1.26122;-0.737322;0.001067819
90066805;304012;37.71886746;1.957842763;9.036669;0.930639;-0.407558;0.04568593
90066805;353995;37.71886747;1.95783528;9.091129;1.11531;0.0438897;-0.0464914
90066805;404014;37.718867484;1.957827751;9.142077;1.20265;0.0470411;-0.1594574
90066805;454281;37.718867506;1.95782018;9.191399;1.14209;0.22474;-0.1964669
90066805;504012;37.718867539;1.957812568;9.239473;0.892787;0.210688;0.08053077
90066805;554051;37.718867585;1.957804913;9.289193;0.920046;0.40469;-0.01348726
90066805;604043;37.718867652;1.957797215;9.342088;1.03659;0.555259;0.3277607
90066805;654020;37.718867741;1.957789471;9.398028;1.05425;0.42385;-0.1520466
90066805;704001;37.718867849;1.95778168;9.455417;1.2995;0.826917;0.1471644
90066805;754017;37.718867979;1.957773841;9.513291;1.13463;0.860855;0.02214408
90066805;804040;37.718868134;1.957765952;9.572048;1.03548;0.847545;0.4409716
90066805;854007;37.718868318;1.957758018;9.62689;1.07978;1.2525;0.812672
90066805;903998;37.718868535;1.957750043;9.674264;1.01501;1.86207;-0.1512653
90066805;953969;37.718868789;1.957742026;9.7258;0.496717;1.37398;0.3913684
90066806;4048;37.718869079;1.957733971;9.782277;1.27094;1.18957;0.5633599
90066806;53983;37.71886941;1.957725877;9.827484;0.928222;1.58661;0.05452047
90066806;103957;37.718869789;1.957717747;9.877701;0.983101;2.25759;0.4537928
90066806;154035;37.71887022;1.957709585;9.922293;0.767445;2.60296;0.1983083
90066806;204034;37.718870701;1.957701391;9.969157;0.989636;1.63735;-0.4829197
90066806;253997;37.718871236;1.957693167;10.0193;1.06696;2.8265;0.7212977
90066806;304054;37.718871824;1.9576849;10.06707;0.0589384;3.05713;-1.725707
90066806;353974;37.718872466;1.957676604;10.1274;0.939271;2.76571;0.35625
90066806;404004;37.718873164;1.957668276;10.17504;0.837269;2.01642;0.6404973
90066806;454228;37.718873915;1.957659921;10.22714;0.741695;1.70227;0.1565678
90066806;504006;37.718874715;1.957651543;10.27053;0.905837;1.99128;0.09032238
90066806;554034;37.718875566;1.957643137;10.32537;1.09418;2.31757;0.4100171
90066806;604046;37.718876468;1.957634707;10.36924;0.800224;2.51891;-0.310118
90066806;654016;37.718877418;1.957626256;10.41584;0.975783;2.07128;0.7056458
90066806;704060;37.718878417;1.957617783;10.46087;0.650574;1.57645;0.3443988
90066806;754048;37.718879461;1.957609288;10.50908;0.82634;1.74033;0.3968796
90066806;804130;37.718880551;1.95760077;10.55634;0.752532;1.86075;0.2047366
90066806;854048;37.718881684;1.957592232;10.60109;0.750122;1.73548;-0.04371765
90066806;904024;37.718882857;1.957583675;10.64169;0.788422;1.57322;0.2742312
90066806;954016;37.718884067;1.957575104;10.6769;0.630501;1.6649;-0.1101608
90066807;4070;37.718885312;1.957566516;10.71703;0.671218;1.41627;-0.2047877
90066807;53991;37.718886589;1.957557909;10.75528;0.781932;1.3974;-0.4360286
90066807;104018;37.718887892;1.957549284;10.7915;0.907713;1.1374;-0.2873073
90066807;154055;37.718889221;1.957540641;10.82352;0.95295;0.87469;-0.1946041
90066807;204186;37.71889057;1.957531982;10.85442;0.738937;0.938226;-0.03974053
90066807;254092;37.718891904;1.957523328;10.88045;0.647236;0.74837;-0.2784815
90066807;304063;37.718893174;1.957514715;10.90782;0.662062;0.859235;-0.1982483
90066807;354067;37.71889446;1.957506086;10.93591;0.578572;0.761919;-0.4667405
90066807;404022;37.718895762;1.957497441;10.96346;0.749394;0.612404;-0.2166309
90066807;454357;37.718897079;1.957488777;10.99041;0.643963;0.482591;-0.7173844
90066807;504022;37.71889841;1.957480099;11.01575;0.685823;0.205349;0.07279216
90066807;554062;37.718899751;1.957471404;11.03694;0.410727;0.52366;-0.3657086
90066807;604045;37.718901106;1.957462696;11.06081;0.566631;0.750764;0.02989065
90066807;654050;37.718902475;1.957453973;11.08187;0.218818;0.577186;-0.4427071
90066807;704015;37.718903856;1.95744524;11.10173;0.682621;0.106297;-0.3967294
90066807;754072;37.718905243;1.957436495;11.11654;0.37807;0.322351;-0.108636
90066807;804158;37.718906638;1.957427737;11.13807;0.67575;0.215846;-0.04665332
90066807;854040;37.71890804;1.957418966;11.15222;0.524073;0.73815;-0.4825328
90066807;904089;37.718909453;1.957410185;11.17223;0.468862;0.102521;-0.01676363
90066807;954074;37.718910873;1.957401388;11.19537;0.834009;0.547087;0.07925184
90066808;4128;37.718912299;1.957392572;11.22175;0.29101;0.249982;0.3439827
90066808;54096;37.718913733;1.957383734;11.25191;0.635733;0.42977;0.448793
90066808;104054;37.718915177;1.957374877;11.27664;0.347623;0.312439;0.08976848
90066808;154115;37.718916629;1.957366003;11.29844;0.227778;0.264843;0.1349371
90066808;204145;37.718918088;1.957357113;11.31845;0.529737;-0.0361596;0.2194518
90066808;254064;37.718919557;1.957348195;11.33051;0.200331;0.339883;0.2305714
90066808;304055;37.718921042;1.957339232;11.3397;0.270031;0.218668;-0.2466882
90066808;354096;37.718922533;1.957330264;11.34925;0.0668841;0.0230894;0.1603964
